report_period_start,report_period_end,interval_start,interval_end,node,namespace,pod,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,resource_id,pod_labels
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-9-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-sdn,ovs-8hzr6,54.726270,360.000000,,331669585920.000000,1509949440000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:ovs|label_component:network|label_controller_revision_hash:78749b5864|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-cluster-node-tuning-operator,cluster-node-tuning-operator-64bdb4b545-q994w,1.065626,36.000000,,95816417280.000000,75497472000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_name:cluster-node-tuning-operator|label_pod_template_hash:64bdb4b545
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-sdn,sdn-ck447,27.375404,360.000000,,418577940480.000000,754974720000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:sdn|label_component:network|label_controller_revision_hash:595c645574|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-insights,insights-operator-578d7794f4-rjmmw,5.304977,36.000000,,277344583680.000000,113246208000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:insights-operator|label_pod_template_hash:578d7794f4
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-sdn,sdn-mvk2b,26.022009,360.000000,,372296417280.000000,754974720000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:sdn|label_component:network|label_controller_revision_hash:595c645574|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-daemon-bkgc2,3.069288,144.000000,,1252455874560.000000,377487360000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_controller_revision_hash:545894cd9f|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-cluster-storage-operator,cluster-storage-operator-565c8d5c84-l74w9,9.274005,36.000000,,212160675840.000000,75497472000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_name:cluster-storage-operator|label_pod_template_hash:565c8d5c84
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-cloud-credential-operator,cloud-credential-operator-6f7d5c6b6c-v94kw,10.356384,36.000000,,621804257280.000000,566231040000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:cloud-credential-operator|label_control_plane:controller-manager|label_controller_tools_k8s_io:1.0|label_pod_template_hash:6f7d5c6b6c
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-multus,multus-admission-controller-szmph,2.183076,72.000000,,228345446400.000000,75497472000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:multus-admission-controller|label_component:network|label_controller_revision_hash:7b7b7f6987|label_namespace:openshift-multus|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-apiserver,revision-pruner-7-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-controller-manager,kube-controller-manager-ip-10-0-219-114.us-east-2.compute.internal,28.348803,360.000000,,1329316331520.000000,1887436800000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:kube-controller-manager|label_kube_controller_manager:true|label_revision:10
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-9-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-apiserver,installer-8-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-apiserver,revision-pruner-6-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-scheduler-operator,openshift-kube-scheduler-operator-789878598-jg7sz,46.790519,,,229555077120.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:openshift-kube-scheduler-operator|label_pod_template_hash:789878598
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-multus,multus-vlllx,4.208483,36.000000,,18546032640.000000,566231040000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:multus|label_component:network|label_controller_revision_hash:55fc749f48|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-console,console-767567484b-c7wwd,4.953815,36.000000,,286313840640.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:console|label_component:ui|label_pod_template_hash:767567484b
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-machine-config-operator,etcd-quorum-guard-97cd4c8bd-wr6lh,15.100437,36.000000,,32890306560.000000,18874368000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_k8s_app:etcd-quorum-guard|label_name:etcd-quorum-guard|label_pod_template_hash:97cd4c8bd
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,kube-state-metrics-b88767d9b-hzs4d,5.383140,14.400000,,543563366400.000000,452984832000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:kube-state-metrics|label_pod_template_hash:b88767d9b
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-cluster-version,cluster-version-operator-558c858cb5-vmjzg,20.255139,72.000000,,380700917760.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_k8s_app:cluster-version-operator|label_pod_template_hash:558c858cb5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-operator-7c9d855dc5-6rx2n,8.431934,72.000000,,311379886080.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_k8s_app:machine-config-operator|label_pod_template_hash:7c9d855dc5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-authentication,oauth-openshift-6684f4f89f-mvpmt,7.093758,36.000000,,251299430400.000000,188743680000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:oauth-openshift|label_pod_template_hash:6684f4f89f
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-cluster-node-tuning-operator,tuned-p45qz,0.756437,36.000000,,264742502400.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_controller_revision_hash:b66dccb99|label_openshift_app:tuned|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-storage-version-migrator-operator,kube-storage-version-migrator-operator-69998d554d-2r888,4.740109,36.000000,,271894609920.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:kube-storage-version-migrator-operator|label_pod_template_hash:69998d554d
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-marketplace,marketplace-operator-5bcbb6b5b5-5b5zp,19.177870,36.000000,,396157992960.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_name:marketplace-operator|label_pod_template_hash:5bcbb6b5b5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-network-operator,network-operator-744d44cbbb-gtlwp,10.216446,36.000000,,333831536640.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_name:network-operator|label_pod_template_hash:744d44cbbb
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-controller-manager-operator,kube-controller-manager-operator-5cbc84b446-9qxml,51.798366,36.000000,,234386227200.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:kube-controller-manager-operator|label_pod_template_hash:5cbc84b446
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,telemeter-client-754979c74c-4skq9,1.237730,10.800000,,236262850560.000000,75497472000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_k8s_app:telemeter-client|label_pod_template_hash:754979c74c
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-8-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-8-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-marketplace,redhat-operators-6cf6ff497c-sszk9,27.501182,36.000000,,758685941760.000000,377487360000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_marketplace_operatorSource:redhat-operators|label_pod_template_hash:6cf6ff497c
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-controller-manager,controller-manager-gh2hp,1.083027,360.000000,,302541864960.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:openshift-controller-manager|label_controller_manager:true|label_controller_revision_hash:7f6999c885|label_pod_template_generation:16
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-monitoring,node-exporter-hzjkp,19.539929,32.400000,,232167997440.000000,792723456000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:node-exporter|label_controller_revision_hash:664bff5786|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-apiserver,apiserver-64775f7c48-f4s6v,34.767459,360.000000,,1110768107520.000000,754974720000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_apiserver:true|label_app:openshift-apiserver-a|label_pod_template_hash:64775f7c48|label_revision:0
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-authentication-operator,authentication-operator-67f446b968-rg7hb,20.080782,36.000000,,369078190080.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:authentication-operator|label_pod_template_hash:67f446b968
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-marketplace,redhat-marketplace-745dff5fdc-kzqz4,24.124708,36.000000,,976106618880.000000,377487360000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_marketplace_operatorSource:redhat-marketplace|label_pod_template_hash:745dff5fdc
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-scheduler,installer-10-ip-10-0-184-8.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-operator-lifecycle-manager,packageserver-5477bc448-6jllb,27.102097,36.000000,,765901455360.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:packageserver|label_pod_template_hash:5477bc448
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-etcd,revision-pruner-2-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:pruner
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,openshift-state-metrics-cc4c4f66f-bqwkj,0.779325,10.800000,,248713543680.000000,717225984000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_k8s_app:openshift-state-metrics|label_pod_template_hash:cc4c4f66f
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-operator-lifecycle-manager,olm-operator-7cfb7649cd-p9tcg,41.496665,36.000000,,681128263680.000000,603979776000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:olm-operator|label_pod_template_hash:7cfb7649cd
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-scheduler,installer-9-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,alertmanager-main-0,10.487115,21.600000,,213319925760.000000,830472192000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_alertmanager:main|label_app:alertmanager|label_controller_revision_hash:alertmanager-main-5676fd6774|label_statefulset_kubernetes_io_pod_name:alertmanager-main-0
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-console,downloads-9cb4cd587-s4ql8,0.874090,36.000000,,4086369976320.000000,188743680000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:console|label_component:downloads|label_pod_template_hash:9cb4cd587
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-cluster-node-tuning-operator,tuned-9fk62,0.738336,36.000000,,261911347200.000000,188743680000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_controller_revision_hash:b66dccb99|label_openshift_app:tuned|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-scheduler,installer-9-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-monitoring,alertmanager-main-2,11.377118,21.600000,,231723171840.000000,830472192000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_alertmanager:main|label_app:alertmanager|label_controller_revision_hash:alertmanager-main-5676fd6774|label_statefulset_kubernetes_io_pod_name:alertmanager-main-2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-service-catalog-controller-manager-operator,openshift-service-catalog-controller-manager-operator-5b5789mch,6.218771,36.000000,,309605007360.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:openshift-service-catalog-controller-manager-operator|label_pod_template_hash:5b576c5587
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-cluster-node-tuning-operator,tuned-h6l2q,0.775653,36.000000,,275123404800.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_controller_revision_hash:b66dccb99|label_openshift_app:tuned|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,openshift-image-registry,node-ca-nc4x4,0.937988,36.000000,,21287731200.000000,37748736000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,label_controller_revision_hash:7dbf69f566|label_name:node-ca|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-kube-apiserver,installer-8-ip-10-0-147-111.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-metering,reporting-operator-67bcdf77d4-7xrt4,14.967021,2160.000000,5400.000000,290127298560.000000,566231040000.000000,2264924160000.000000,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_app:reporting-operator|label_pod_template_hash:67bcdf77d4
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-kube-apiserver,installer-8-ip-10-0-219-114.us-east-2.compute.internal,,540.000000,540.000000,,360000000000.000000,360000000000.000000,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:installer
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-multus,multus-c87r4,4.385926,36.000000,,13577502720.000000,566231040000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:multus|label_component:network|label_controller_revision_hash:55fc749f48|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-multus,multus-admission-controller-cqnzd,2.180787,72.000000,,260075765760.000000,75497472000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:multus-admission-controller|label_component:network|label_controller_revision_hash:7b7b7f6987|label_namespace:openshift-multus|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
